id,error_code,model_id,solution
848,P0685,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1pi62Hd4hOC-qIOXFGRutRTVqwCo3rLGl/view?usp=sharing
849,P0703,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1uYR7cQ-tac24_j9q8GqCoGQCpapN-Ebz/view?usp=sharing
850,P0704,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1h2jWZNa3g0GJqXdAG_Rwh40FjMbi7tNM/view?usp=sharing
851,P0850,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1wbWXHRVHNRF3rzjX6ocFDr59a5P5aole/view?usp=sharing
852,P1260,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1_Ot4hus8bH9hz4OmJAQuY9FxRBrS7UuX/view?usp=sharing
853,P1384,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1bJFjJpi7kh32rjyDihMkqJEQHSNh1U3o/view?usp=sharing
854,P144A,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1nOBncLwO8B7tzG9JvQyNe9yAGq7FuuN6/view?usp=sharing
855,P1450,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1f6TqgJGR0fY0ZwXK5--b9bjFh57I_W58/view?usp=sharing
856,P2004,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/15-oN3FwENVyDi1GZ71B1g2qVfKEAhSEj/view?usp=sharing
857,P2006,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1aUMkzfq_AFUm0HR0SLSbsLU05Hm7_vdr/view?usp=sharing
858,P2008,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1C0VPZDPqWJh1R8nI1hsIChxGjEJsMO0q/view?usp=sharing
859,P2088,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1Uk1-ymiBBVtNJTv2wyp28c4c0TsAUJYR/view?usp=sharing
860,P2089,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1c9WeYdG9RBNZ47BsQ1ha7h2ildaFNfWI/view?usp=sharing
861,P2096,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1j2ih-Tqqnd7W-bTZAFSEau_RFnZBmqcN/view?usp=sharing
862,P2097,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1Jupi35rYYum2ujaKzxEAp3uUozU-sCb2/view?usp=sharing
863,P2101,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1X5VLICoqYVIPfGQtk6DH0KPo8JTJKurE/view?usp=sharing
864,P2107,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1hVHKPJ1WicrrbX6VVMP3hbEvfiMFbkky/view?usp=sharing
865,P2108,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/11VDHAMh7NbcQSqOf05v9B8NyEaEmlCch/view?usp=sharing
866,P2109,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/14bOp2L4VFjpFLuy4nW4OQXuehaajdwZO/view?usp=sharing
867,P2112,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1bxTSVn4AjNgGUgNn19eA5AXOlNOepNwh/view?usp=sharing
868,P2119,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1TMve8SYyJqFEOQ8AnS5FAZ4sCZdj9wSD/view?usp=sharing
869,P2122,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/11SAUcexEDarsZJb1hzopCndxsPThEmPx/view?usp=sharing
870,P2123,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/19aiP0-PYqbDxszx6by0KZmzyljeR3hsR/view?usp=sharing
871,P2127,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/10A-zKJouPvxa-Rn2H6wyEC8JxBsB_1EJ/view?usp=sharing
872,P2128,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1JnBAL01GgDY8fNq1z5s8xpLPd0zVaE5H/view?usp=sharing
873,P2135,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1O5TlRRGducO956yCC3NnqegrW8XjcKf7/view?usp=sharing
874,P2138,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1AUhYekvvxhsqKDgIcUEkZ7O2Qe2qD16h/view?usp=sharing
875,P2183,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1WcNfy_ScveLZSLNPXQXU_p1TC3S2aY2S/view?usp=sharing
876,P2184,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1nu4mIi8COAquUyCRyzQFge63V1Ikl0Zu/view?usp=sharing
877,P2185,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1cyYIeb0NF8pfTEUj2cAwUxaX_-pWzrlj/view?usp=sharing
878,P2228,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1fOJh4T8YLAqcpbk0BUZr170nD2529A1B/view?usp=sharing
879,P2229,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1ze8NBiN68-BYiL2rqEEL-ebhPEZSc_oN/view?usp=sharing
880,P2299,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1Wgwec9zATx22G6PLJny2ZOc_SJ1CEWnF/view?usp=sharing
881,P2502,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1iw5ebKqqDJAieOt8jscojAkaAgg2j22z/view?usp=sharing
882,P2503,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1SyHknZ2tTeTHCWQkBIaBNyeObye8uEwY/view?usp=sharing
883,P2504,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1E3LQzW1WnMGqVyaF8HBxzQhYKdQIE3yI/view?usp=sharing
884,P2507,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/14M6Pg-SFVy1WJ5nSK7QDOBrJK9-Mqu9J/view?usp=sharing
885,P2610,Mazda 2 MZR 1.5 2012,https://drive.google.com/file/d/1CivDKQvQ4nZI41bLf7phuSTtocWZA654/view?usp=sharing
886,P0011,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/18B6ZQ-qRM6jwt2ZpMkCpkvkpbjn8gxe5/view?usp=sharing
887,P0012,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1m8QaPcpfazrtWHTyq6iJTVHAOdByaxUj/view?usp=sharing
888,P0016,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1zsHk8bWipiS2Da9G-9XRMik3riumYksr/view?usp=sharing
889,P0031,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Z_3sfoZ0ocY8D83ZYmsfc57I6dMwbfvG/view?usp=sharing
890,P0054,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1HLx5LyW4J7KmfRV6bltiKf11dP6CgOeA/view?usp=sharing
891,P0060b,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1yqAbGGNnhW049A9qNpCyGdYlF1VnFrCI/view?usp=sharing
892,P0061b,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1MI8EBC0ZQME7Tp4pGPPxQYevAobJyOmR/view?usp=sharing
893,P0061f,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1414QRSu0phgnigkj3XRjffEU_jYf2suo/view?usp=sharing
894,P0064d,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1o_MPy-5bTgo0ARR1YYCi91TcigB9ucNw/view?usp=sharing
895,P0069,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1HTC8J4FQ89D_oqAG5sYn3cxpuKhDhM50/view?usp=sharing
896,P0101,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1EkkvDuHkx3sDbaiVOPZr8trxYpkOo63S/view?usp=sharing
897,P0102,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1zydvkZhCjgJlDaUrUkF8OMnB4FBkGOXZ/view?usp=sharing
898,P0103,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1QvBMfvGeE1hllsjzJ1q3pC6-qFrYfd11/view?usp=sharing
899,P0107,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1i0drs8Mf9Vv3z7LzoyUBjwZs1Nm_7ayu/view?usp=sharing
900,P0108,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1gT8iaPUxoEKkGQjOWey0YnDavVrlOgwa/view?usp=sharing
901,P0112,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/11kfIktfwDpdqNj3OJlNLe6_3t_FaL-j8/view?usp=sharing
902,P0113,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1EQWGOqaxZ-vIfEM0mUJV315VvY46Wuto/view?usp=sharing
903,P0116,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/151k9QfGomQV2ZcAVUkPqDNMPmK9HGfjg/view?usp=sharing
904,P0117,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1ajZkvv5H_TYOhvc0alZlrjLrbcM8nFW9/view?usp=sharing
905,P0125,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1t2Vq1OjVKo2rfVHD5eDNY2brUPL4CmTv/view?usp=sharing
906,P0126,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1sdNxN_JLWW5dVVFksQF83EHFIUnGgMZ6/view?usp=sharing
907,P0122,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1D1A83hUgWKZsx8fNqNPNq6Ky0hpftkIe/view?usp=sharing
908,P0123,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1iDAGRCts_zzwKnGLEN96fM3ZYYOmtbOa/view?usp=sharing
909,P0130,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1gK135e1UTEBuTqQcGDBqjA_Sco6yyHSL/view?usp=sharing
910,P0131,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1AabfJdsjDc1FWbH7UhlodJ_3gopfTJD6/view?usp=sharing
911,P0132,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1kdq7S6GVQ_Af3vOdICj7gTV2k3QzHlC5/view?usp=sharing
912,P0133,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/14FzppRNkR_akt2rdAC3-ZYn1t2Hz0ynW/view?usp=sharing
913,P0134,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1d7h-GNtd_NCptCSUoERD72LM8GumqjgR/view?usp=sharing
914,P0137,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/17ijLQTAlb8D9qreWJZMTXKAsTEp9r6gC/view?usp=sharing
915,P0138,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1tqv0fY0jURqtJ1B0h2sE3vdoQhjfkZHE/view?usp=sharing
916,P0139,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Wp_xfBSMc784WSttSmPAYXZqs2Cndjdn/view?usp=sharing
917,P0140,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1U6JvFxNfuE2p0_yEj2hKlhjzwYvcWisg/view?usp=sharing
918,P0171,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1wOx9XTpzZJu_hH2-zTskJ-Q5wfB7I33x/view?usp=sharing
919,P0172,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1slKHr6TNc7_uzw-bTqKbEnVDVixaLCHK/view?usp=sharing
920,P0222,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1yq77VvNEZnGC2H-kyp__1A0cRhmnlQe-/view?usp=sharing
921,P0223,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1jtdI3ya4kxy9GKTLW1CLM7JR8qlJzbN6/view?usp=sharing
922,P0300,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1YthGltv3lKIfOqsOCYy36PVLPopyvZbk/view?usp=sharing
923,P0301,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/188eS2e3UWJt9UBTjjJQwvtuqIH4iqsn1/view?usp=sharing
924,P0327,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1fhmrYbgb88NGhSv5XhNVhsHO03q5Hfyp/view?usp=sharing
925,P0328,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1P2yCVbKWnlJTHHsFj2eEVy3LLqEDuykp/view?usp=sharing
926,P0335,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1jO2QSdfzVbFKwJvtUIITWtt2MldEYNgf/view?usp=sharing
927,P0403,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Yd3OXWaDIcbvhkHwy69qIaGX-fjUTO6m/view?usp=sharing
928,P0401,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1OYBXxJdlUMep6vRRWwHs5r-4v6T4J2R9/view?usp=sharing
929,P0442,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/15V9_-4OIW-PWCUyc8qvbJiFyKiuqFZjf/view?usp=sharing
930,P0421,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1V0IK5jjF-FS_t8qyPR6PGmkp5SJ5EbTH/view?usp=sharing
931,P0443,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1MykGfh29tAiSB1Y7FG8HH9ZEyqcTME54/view?usp=sharing
932,P0446,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1bY7H454AfyWSyCH25TIwldBS-RFqVM5n/view?usp=sharing
933,P0451,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1q8W1KMI6xd8FFYGzxME3reAXkvGhYJOq/view?usp=sharing
934,P0452,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1SEA6vppA81X0I71lZgaBkQ3HXb4Xv4uc/view?usp=sharing
935,P0453,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1e5-wPpUd2-UE3y5Qpv1fuziZ-XFreYFz/view?usp=sharing
936,P0454,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1_fXGP8MKXlpXYKT8HodA4y6XiHr_QV_W/view?usp=sharing
937,P0457,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1hHf_QhwIZnz0bO0lVgVHMjXhaX5598sj/view?usp=sharing
938,P0460,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1L_8njaO9I1kqp-o4CsoL39SYN9dyGWlx/view?usp=sharing
939,P0461,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1JS6DSkyynheoU4c4okDdGvBZMQ3wrmH8/view?usp=sharing
940,P0462,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1s5oT6ta3t488vdRPQd7GJUuNykNWdLaI/view?usp=sharing
941,P0463,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1vNdXLAvOWa8KxNI-75OvWV691RSV4Z4r/view?usp=sharing
942,P0480,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1GoXcAO5G-ysiDspoIdeHPjayTaXKpl52/view?usp=sharing
943,P0500,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1tzC2yybD-C_FVUvgg_uxWnc4v7t3yWAQ/view?usp=sharing
944,P0506,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1MgY65Xk_ePZGuzWIg66RaWGKY-41l_H0/view?usp=sharing
945,P0507,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1l8Xv1dPbEZCr_wA9Os-TFQ_kLz-_SnBL/view?usp=sharing
946,P050A,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1shA69PZU6F7vyDXAIxXuYldaa_utFRzs/view?usp=sharing
947,P050B,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/18xRzk8-eDZmAiuZc7PY6pEj8MzN1QHVk/view?usp=sharing
948,P0579,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1EpZ22lHma9XX_nnyWzBW7X3kZN_DF_Jx/view?usp=sharing
949,P0581,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1CDMS3a_c3OTL7hrd2ZThkVWOTu9GAALP/view?usp=sharing
950,P0571,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1f3tjSKKLXJIAwwh5r_9DmgMuDUZ2Vo6T/view?usp=sharing
951,P0600,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Rx2PcpPyGetTFTr_e7uCwDS3N-lIehZf/view?usp=sharing
952,P0601,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1RQRRCVAKp3s5sriD9FiRSifZEgFR_XfN/view?usp=sharing
953,P0602,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1pgINYOUPqTDOuRSBXhKWsXccXYzZUuVP/view?usp=sharing
954,P0606,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1AzGzWAuv90PyJyAjCG0tPgkqFoHOawUK/view?usp=sharing
955,P0604,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1ZF8V3jbx7KTL8UYLhg1juVoTZ5Z23_Tq/view?usp=sharing
956,P0661,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1cF6seu1lb2PY8K46-bA5bc__Ym70bsAo/view?usp=sharing
957,P0662,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1unue2jcxiACWowTudueA3VtzFVver_SK/view?usp=sharing
958,P0638,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/11UHo4waK4XC3qnEjtvUJtqmLC5uEm6US/view?usp=sharing
959,P0685,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1mLkc0JALBqBM1XVmcSAassA9RTMZ96vI/view?usp=sharing
960,P0703,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1QXGvaZhxYLOIK6tuWWHxg1R4LCqxL6yA/view?usp=sharing
961,P0704,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1KftqAK1asCQYsOZJ8VeFMOJdpY88cZQ8/view?usp=sharing
962,P0850,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/10kaDSTcQeOiswmjBvdm3-o_lpr9HxcHO/view?usp=sharing
963,P1260,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1kEICzwKzczcuBNUU_2rerDOiH_WrtgHc/view?usp=sharing
964,P1450,Mazda 3 sport 2013 MZR 2.0 và 2.5, https://drive.google.com/file/d/1E5KuztavPQnwdTAAYsinVMv5Z-fxMZ-B/view?usp=sharing
965,P2096,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1uKPuksTyfmgx_dgoFP4r9cNpxmDiZMTU/view?usp=sharing
966,P2097,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1sRsELAnKK4jnnlK1gM-8_YeEN99Kh5k4/view?usp=sharing
967,P2101,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1GWL146HNbBQPXce1I-3Q63c2DwxG2uxC/view?usp=sharing
968,P2107,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1miJScmQ1dXc7dkkqTGeEyK2a0D_3-cwU/view?usp=sharing
969,P2108,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Z_-RnSRw2e29dXcWaRR4EuEB21ZjjCWC/view?usp=sharing
970,P2110,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1x3pM0XB6NGv110pgskBvA-H1Su-eWeVt/view?usp=sharing
971,P2119,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1vcBfDqj3YaJzozp2_14mJY-aAWiCEN54/view?usp=sharing
972,P2122,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1uPi3Nnlrvca8_eQBNEjo7E--96mDtsfo/view?usp=sharing
973,P2123,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1EjSG2sOpyoDz2jmMN5-N5i2ylyHZ4cRZ/view?usp=sharing
974,P2127,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1dIrFYUG7HO9e_UvA9ahdFAABDWihXFo9/view?usp=sharing
975,P2128,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/11SvFUmrGVmutTyX-VFydl_k5xgM0k5QT/view?usp=sharing
976,P2135,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1CID-9oE1wTsr3ff0PAME052hD_ayIeQo/view?usp=sharing
977,P2138,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1vEv32vo2NxBGZ1NLDWzn4xI8PhlXUpLu/view?usp=sharing
978,P2183,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1hf-pQEPmt8dJCnM4HP25KODB8cPW07fA/view?usp=sharing
979,P2184,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1WxXci3C0cfC2oYpbJ5Xbw8dUda6MxymM/view?usp=sharing
980,P2185,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1ph_9fp8XnPRtVjisuy4FHor5ZfbwUGhr/view?usp=sharing
981,P2228,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1IJ1A05hTGtWy1uXmEE5WBj3kzec7jjMb/view?usp=sharing
982,P2229,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1SLT0n4m27AfLfpxlGjXIbOl3VCscRdRE/view?usp=sharing
983,P2237,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1hHB5-PirBuhY3UYvvJwiBmITXWb1_vBp/view?usp=sharing
984,P2243,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1CkqmvtaWPyo_gjpPJyo4tHZTh2a10cBX/view?usp=sharing
985,P2251,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/16GiejWLKEUS4HyeBY3-O4yF1rKIm68VS/view?usp=sharing
986,P2299,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1fdMl5elhu2olNXn7VGp5u9E5wMvnvVL1/view?usp=sharing
987,P2502,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1xIhdshWVpWePmxCbk1bD3cf5y0EMkeZ2/view?usp=sharing
988,P2503,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1f9R630DgB9ZmnmIml2oqwIIZZdyADDPX/view?usp=sharing
989,P2504,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1Cl55aV-aA6aGrUZR--zQcVxM1kJKhjBl/view?usp=sharing
990,P2507,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1oIUBjX7vEk8KT7zEidghy8H9YNnGgl-a/view?usp=sharing
991,P2610,Mazda 3 sport 2013 MZR 2.0 và 2.5,https://drive.google.com/file/d/1i_Iaw2lytCuon0niZIWbg4WA_E6wiWya/view?usp=sharing
992,P0010,Mazda CX-5,https://drive.google.com/file/d/130dY0mEMrWf0AffMAzRgjqhxu3X-Iido/view?usp=sharing
993,P0011,Mazda CX-5,https://drive.google.com/file/d/1V1xoublKudp1sqvJvaG7h5LtUAldI5mO/view?usp=sharing
994,P0012,Mazda CX-5,https://drive.google.com/file/d/1fUmqB4rNdRCVO67joBmJWoNf6ps3qTvS/view?usp=sharing
995,P0014,Mazda CX-5,https://drive.google.com/file/d/1YWTcupQk347aQ7xrqpsHvo6zntpH7gSs/view?usp=sharing
996,P0015,Mazda CX-5,https://drive.google.com/file/d/1h8-6MBkC2xkstQaA0swmjo6DYa5nTvqu/view?usp=sharing
997,P0016,Mazda CX-5,https://drive.google.com/file/d/1bavor2P5oPQAs0L7n1jBBiYx0x05CmwZ/view?usp=sharing
998,P0017,Mazda CX-5,https://drive.google.com/file/d/1j6WUUPbqDCVJowlmF2zER5guFVUt3i--/view?usp=sharing
999,P0031,Mazda CX-5,https://drive.google.com/file/d/1FO1B06sLikXFE9BC0MKOVpjXvc_gJ5Pl/view?usp=sharing
1000,P0032,Mazda CX-5,https://drive.google.com/file/d/1fxyBvmpB-Wd1nwlrCxliSOCDGPMfAoD6/view?usp=sharing
1001,P0037,Mazda CX-5,https://drive.google.com/file/d/1Ztkx3s0WjdkGelAmR8VIrtb0oSKtGiKr/view?usp=sharing
1002,P0038,Mazda CX-5,https://drive.google.com/file/d/1AmmFHHvVBHlpXNSHGjip8gwWMMQyETZS/view?usp=sharing
1003,P0053,Mazda CX-5,https://drive.google.com/file/d/1mtmYJFNdhLq5oE1Oy5EYLgkRxFAxUDy9/view?usp=sharing
1004,P0054,Mazda CX-5,https://drive.google.com/file/d/1bF_ps-0yaTjKSOdrq7i8XAx2NbYfU0B5/view?usp=sharing
1005,P0069,Mazda CX-5,https://drive.google.com/file/d/1HblOUas7mhbzUMZ5WvodwfVpb4pNUwnl/view?usp=sharing
1006,P0072,Mazda CX-5,https://drive.google.com/file/d/1PhTUhSyeiHOTWdj-wThVZ7Y-_ZQJzfTB/view?usp=sharing
1007,P0073,Mazda CX-5,https://drive.google.com/file/d/1O_Chuh2isWz67nTFzvRWHk9jZtKXxzHD/view?usp=sharing
1008,P0089,Mazda CX-5,https://drive.google.com/file/d/14zlZrfenQslyBtL2Qg_fMP6hPzixDwOH/view?usp=sharing
1009,P0091,Mazda CX-5,https://drive.google.com/file/d/17VeRRDZhdPI0faMprFwMVBRCPQEdT4D7/view?usp=sharing
1010,P0092,Mazda CX-5,https://drive.google.com/file/d/1ZVkrKaKg0ZY08FHs56qYsgVgAjdF4NbZ/view?usp=sharing
1011,P0097,Mazda CX-5,https://drive.google.com/file/d/1LBtyj7TaMtz79VdvRVcTfXnYez7HW5cd/view?usp=sharing
1012,P0098,Mazda CX-5,https://drive.google.com/file/d/1u3FAd3dWer2meNiU527tys4e_sPLS_Yr/view?usp=sharing
1013,P0101,Mazda CX-5,https://drive.google.com/file/d/1n4VF7rcSiSmCdTS9xgK6eK9Kw5dEoQVH/view?usp=sharing
1014,P0102,Mazda CX-5,https://drive.google.com/file/d/1IXxkDYgTlC-F1Oktp6nu5Gl0CRc2Y0D6/view?usp=sharing
1015,P0103,Mazda CX-5,https://drive.google.com/file/d/1ORl57NFrU8Q2HKkeSkS1tk58nTgufWQS/view?usp=sharing
